buildingtype,primarypropertytype,zipcode,councildistrictcode,neighborhood,latitude,longitude,largestpropertyusetype,energystarscore,siteeuikbtu_sf,siteenergyusekbtu,defaultdata,compliancestatus,totalghgemissions,flag_seattle_outlier,numberofbuildings_log,largestpropertyusetypegfa_log,naturalgaskbtu_log,electricitykbtu_log,propertygfatotal_log,thirdlargestpropertyusetypegfa_log,numberoffloors_log,secondlargestpropertyusetypegfa_log,construction_era,energystar_missing,uses_steam,has_parking,building_age,gfa_per_floor,elec_ratio,steam_ratio,primary_usage_dominance,is_multipurpose,is_high_performer,is_low_performer,age_x_size,multipurpose_x_size
NonResidential,Warehouse,98108,2,GREATER DUWAMISH,47.54912,-122.32819,Non-Refrigerated Warehouse,63.0,9.300000191,519806.0938,False,Compliant,3.62,0,0.6931471805599453,10.92775337907558,0.0,13.16121286781682,10.92775337907558,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,50,55700.0,0.9999998195480948,0.0,1.0,0,0,0,2.785,0.0
NonResidential,Small- and Mid-Sized Office,98108,2,GREATER DUWAMISH,47.54965,-122.3278,Office,96.0,34.0,1794187.25,False,Compliant,46.93,0,0.6931471805599453,10.873508606831251,13.522500986222356,13.862560160615931,10.882771862738064,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,52,53250.0,0.5842049094931424,0.0,0.9907793427230047,0,1,0,2.769,0.0
NonResidential,Small- and Mid-Sized Office,98109,7,MAGNOLIA / QUEEN ANNE,47.62476,-122.34843,Office,98.0,27.70000076,2179719.75,False,Compliant,28.63,0,0.6931471805599453,11.27305530057358,12.581827406581125,14.451295009695738,11.27305530057358,0.0,1.9459101490553132,0.0,Early_Code,0,0,1,29,13112.0,0.8663967007685277,0.0,1.0,0,1,0,2.281488,0.0
NonResidential,Warehouse,98133,5,NORTHWEST,47.71286,-122.34422,Non-Refrigerated Warehouse,89.0,5.0,325513.0,False,Compliant,6.32,0,0.6931471805599453,11.076913516671743,11.381688580803818,12.379244134508394,11.076913516671743,0.0,1.3862943611198906,0.0,Early_Code,0,0,0,30,21553.333333333332,0.7305791166558632,0.0,1.0,0,1,0,1.9398,0.0
NonResidential,Mixed Use Property,98122,3,EAST,47.61552,-122.31744,Other,65.5,64.80000305,3684188.5,False,Compliant,38.48,0,0.6931471805599453,10.255657363586069,12.532992257916742,15.041299255723041,11.236447063025773,9.850192255477904,1.0986122886681096,10.255622204932642,Historic,1,0,1,89,37922.0,0.9247222285178948,0.0,0.3750065924792996,1,0,0,6.750116,0.75844
NonResidential,Distribution Center,98134,2,GREATER DUWAMISH,47.5701,-122.33342,Distribution Center,25.0,57.59999847,9357230.0,False,Compliant,204.81,0,0.6931471805599453,11.997977792417482,14.922497018507586,15.661127173766882,11.993368167001472,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,48,161678.0,0.6766962017605638,0.0,1.0,0,0,1,7.760544,0.0
NonResidential,Distribution Center,98134,2,GREATER DUWAMISH,47.56874,-122.33303,Distribution Center,1.0,215.6000061,21795830.0,False,Compliant,152.71,0,0.6931471805599453,11.523885187206563,9.715831794151471,16.896468285529735,11.523885187206563,0.0,0.6931471805599453,0.0,Historic,0,0,0,67,101101.0,0.9992393040320098,0.0,1.0,0,0,1,6.773767,0.0
NonResidential,Distribution Center,98134,2,GREATER DUWAMISH,47.57023,-122.33241,Distribution Center,80.0,17.79999924,1061458.25,False,Compliant,32.02,0,0.6931471805599453,10.993815621616541,13.187377410468182,13.176611003453315,10.87073752300741,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,36,52613.0,0.49730830204579407,0.0,1.0,0,1,0,1.894068,0.0
NonResidential,Other,98134,2,GREATER DUWAMISH,47.56785,-122.33361,Other,72.0,89.59999847,5094197.0,False,Compliant,74.31,0,0.6931471805599453,10.721966979398362,13.642267268718475,15.26319748125303,10.943923262151136,0.0,0.6931471805599453,9.351926736038054,Historic,1,0,0,76,56608.0,0.8349233451317254,0.0,0.8009468626342566,1,0,0,4.302208,0.56608
NonResidential,Refrigerated Warehouse,98134,2,GREATER DUWAMISH,47.56637,-122.33273,Refrigerated Warehouse,75.0,170.0,17695420.0,False,Compliant,142.36,0,0.6931471805599453,11.51293546492023,12.928064781370528,16.6652751130856,11.553107254603061,0.0,0.6931471805599453,8.318742252692399,Mid_Century,1,0,0,63,104099.0,0.9767335841703673,0.0,0.9606240213642783,0,0,0,6.558237,0.0
NonResidential,Supermarket / Grocery Store,98103,5,NORTHWEST,47.69267,-122.35506,Supermarket/Grocery Store,41.0,284.5,14715262.0,False,Compliant,414.43,0,0.6931471805599453,10.853657835843961,15.72635902452423,15.889492598652714,10.971382868542177,0.0,0.6931471805599453,0.0,Modern,0,0,1,13,58184.0,0.5406931932302667,0.0,0.8889385398047573,0,0,1,0.756392,0.0
NonResidential,Supermarket / Grocery Store,98155,5,NORTH,47.73315,-122.3105,Supermarket/Grocery Store,37.0,248.8000031,11054535.0,False,Compliant,272.54,0,0.6931471805599453,10.701715209546581,15.25931032826982,15.735043290229068,10.97645719414066,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,36,58480.0,0.6167397362259018,0.0,0.7597640218878249,1,0,1,2.10528,0.5848
NonResidential,Large Office,98109,7,LAKE UNION,47.62029,-122.33078,Office,95.0,41.59999847,9058916.0,False,Compliant,54.92,0,0.6931471805599453,12.292149419247528,0.0,15.879507696477333,12.726950575147725,0.0,1.9459101490553132,8.42726848388825,Modern,0,0,1,11,56116.666666666664,0.8695734677305762,0.0,0.6473923373923374,1,1,0,3.7037,3.367
NonResidential,Retail Store,98109,7,LAKE UNION,47.62,-122.33027,Retail Store,42.0,100.5,9937707.0,False,Compliant,190.61,0,0.6931471805599453,11.50150044730076,14.782418735891937,15.804467470619095,12.483738472456462,0.0,1.6094379124341003,0.0,Early_Code,0,0,1,20,66002.0,0.7353714493695578,0.0,0.37446971303899884,1,0,1,5.28016,2.64008
NonResidential,Small- and Mid-Sized Office,98144,3,CENTRAL,47.59367,-122.30957,Office,32.0,87.80000305,5444253.5,False,Compliant,38.55,0,0.6931471805599453,11.013319992556701,9.459385560813045,15.507712456647793,11.038447842325047,7.1891677384203225,1.0986122886681096,9.531046110875145,Historic,0,0,0,102,31110.0,0.9976438459377397,0.0,0.9751848280295725,0,0,1,6.34644,0.0
NonResidential,Small- and Mid-Sized Office,98144,3,GREATER DUWAMISH,47.59388,-122.31124,Office,89.0,46.20000076,3181045.5,False,Compliant,90.24,0,0.6931471805599453,11.01424248665062,14.204340058470983,14.349541249449775,11.088751431256087,0.0,0.6931471805599453,9.004913941467132,Mid_Century,0,0,0,46,65430.0,0.5362365926548363,0.0,0.9281980742778542,0,1,0,3.00978,0.0
NonResidential,Large Office,98105,4,NORTHEAST,47.66517,-122.30186,Office,26.0,72.40000153,6062770.5,False,Compliant,49.17,0,0.6931471805599453,11.335185397109868,11.915680236766336,15.592693977512399,11.535576971529967,0.0,1.3862943611198906,9.829625703937673,Modern,0,0,1,10,34096.666666666664,0.9753258844285793,0.0,0.8184084465734676,1,0,1,1.0229,1.0229
NonResidential,Other,98122,3,CENTRAL,47.6144,-122.30982,Other,72.0,163.3999939,12232124.0,False,Compliant,85.28,0,0.6931471805599453,11.223441770571819,0.0,16.319576082132368,11.289844411702974,0.0,1.3862943611198906,0.0,Historic,1,0,0,90,26668.0,0.9999998364960984,0.0,0.935753212339383,0,0,0,7.20036,0.0
NonResidential,Warehouse,98108,2,GREATER DUWAMISH,47.56407,-122.32765,Non-Refrigerated Warehouse,92.0,24.79999924,8024064.5,False,Compliant,262.45,0,0.6931471805599453,12.48191869783373,15.314235880128724,15.08191886112574,12.688242589117094,0.0,1.0986122886681096,11.008562248131891,Early_Code,0,0,0,25,161958.0,0.44218051836447725,0.0,0.8135689499746848,1,1,0,8.0979,3.23916
NonResidential,Mixed Use Property,98144,2,GREATER DUWAMISH,47.5928,-122.31599,Office,66.0,69.40000153,21027396.0,False,Compliant,247.35,0,0.6931471805599453,12.296457077368744,14.596619164074763,16.751678850148835,12.624957307297803,10.908707421026582,2.70805020110221,11.960734608706195,Historic,0,0,0,84,21718.0,0.8961406348175495,0.0,0.7200018417902201,1,0,0,25.540368,3.04052
NonResidential,Small- and Mid-Sized Office,98102,4,LAKE UNION,47.64037,-122.32626,Office,73.0,91.40000153,4855036.5,False,Compliant,33.85,0,0.6931471805599453,10.824487180138018,0.0,15.39552728068779,11.354937431911715,7.964155718840937,1.6094379124341003,10.147452819542636,Mid_Century,1,0,1,38,21346.25,0.9999998970141625,0.0,0.5883351876793348,1,0,0,3.24463,0.85385
NonResidential,Distribution Center,98108,1,GREATER DUWAMISH,47.53687,-122.33316,Distribution Center,94.0,20.39999962,1988334.5,False,Compliant,42.25,0,0.6931471805599453,11.06502769090671,13.329863607503793,14.132536360987656,11.492977827160532,0.0,1.0986122886681096,10.425638798632033,Early_Code,0,0,0,27,49012.0,0.6905462838370505,0.0,0.651840365624745,1,1,0,2.646648,0.98024
NonResidential,Mixed Use Property,98109,7,LAKE UNION,47.62405,-122.33084,Office,65.5,86.80000305,2603931.25,False,Compliant,63.89,0,0.6931471805599453,9.90353755128617,13.806858234335126,14.293326094650883,11.082157933374816,9.210440366976517,0.6931471805599453,9.61587214452889,Historic,1,0,1,88,65000.0,0.6192740303723456,0.0,0.3076923076923077,1,0,0,5.72,0.65
NonResidential,Large Office,98109,7,LAKE UNION,47.62488,-122.33007,Office,62.0,65.40000153,5135040.0,False,Compliant,35.8,0,0.6931471805599453,11.271134119283536,0.0,15.451598190993131,11.88154676617732,0.0,1.791759469228055,11.107225329245237,Early_Code,0,0,1,26,28914.6,0.9999998052595501,0.0,0.5431235431235432,1,0,0,3.758898,1.44573
NonResidential,Retail Store,98125,5,NORTH,47.70759,-122.3255,Retail Store,97.0,24.10000038,7290824.5,False,Compliant,129.29,0,0.6931471805599453,12.62087073225265,14.346453465399287,15.536541901021431,12.62087073225265,0.0,1.0986122886681096,0.0,Historic,0,0,0,66,151406.0,0.7667569010884846,0.0,1.0,0,1,0,19.985592,0.0
NonResidential,Small- and Mid-Sized Office,98133,5,NORTHWEST,47.70744,-122.33171,Office,53.0,116.0999985,9080022.0,False,Compliant,293.55,0,0.6931471805599453,11.267037714175425,15.423015002453292,15.223977529867183,11.366754528799241,0.0,1.791759469228055,0.0,Mid_Century,0,0,0,42,17280.0,0.45040419505591506,0.0,0.9050925925925926,0,0,0,3.6288,0.0
NonResidential,Other,98125,5,North,47.7094,-122.31843,Strip Mall,72.0,55.29999924,5450441.5,False,Compliant,46.49,0,0.0,11.498217836097954,12.123277820921258,15.476845232662553,11.498217836097954,0.0,1.0986122886681096,0.0,Mid_Century,1,0,0,47,49269.5,0.9662215437043036,0.0,1.0,0,0,0,4.631333,0.0
NonResidential,Small- and Mid-Sized Office,98144,5,NORTHWEST,47.70732,-122.33279,Office,56.0,73.59999847,6361236.5,False,Compliant,44.35,0,0.6931471805599453,11.36771470471244,0.0,15.66573341325959,11.36771470471244,0.0,1.9459101490553132,0.0,Early_Code,0,0,0,35,14413.833333333334,0.9999999213989292,0.0,1.0,0,0,0,3.026905,0.0
NonResidential,Distribution Center,98106,1,DELRIDGE,47.53926,-122.34143,Distribution Center,75.0,21.79999924,1124543.125,False,Compliant,22.1,0,0.6931471805599453,10.445840912706414,12.641213053948087,13.611567737156435,10.851296331126829,0.0,0.6931471805599453,9.75272280064639,Mid_Century,0,0,0,40,51600.0,0.7251905079229398,0.0,0.6666666666666666,1,0,0,2.064,0.516
NonResidential,Warehouse,98106,1,DELRIDGE,47.53689,-122.33847,Non-Refrigerated Warehouse,61.0,15.80000019,2225512.0,False,Compliant,57.73,0,0.6931471805599453,11.85311222277915,13.726667322327472,14.085938378251928,11.85311222277915,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,48,140520.0,0.5888640456667948,0.0,1.0,0,0,0,6.74496,0.0
NonResidential,Large Office,98109,7,MAGNOLIA / QUEEN ANNE,47.63116,-122.34193,Office,95.0,50.59999847,4636396.5,False,Compliant,58.88,0,0.6931471805599453,11.425688608016447,13.263369762530614,15.216861497766372,11.944902667618504,0.0,1.791759469228055,11.101779249890095,Early_Code,0,0,1,30,30805.8,0.8758269487952551,0.0,0.5949853598997591,1,1,0,4.62087,1.54029
NonResidential,Other,98133,5,NORTHWEST,47.70887,-122.33494,Parking,72.0,99.69999695,6963616.5,False,Compliant,49.28,0,0.6931471805599453,11.428847961779017,9.681031265002055,15.75390784170366,11.994054476999382,0.0,1.3862943611198906,11.154176944084588,Modern,1,0,1,11,53929.666666666664,0.9977008354782317,0.0,0.5682401152117882,1,0,0,1.779679,1.61789
NonResidential,Medical Office,98133,5,NORTHWEST,47.7126,-122.33782,Medical Office,51.0,74.59999847,4765753.5,False,Compliant,33.22,0,0.6931471805599453,11.013221103411352,0.0,15.376966319698118,11.065231122644327,0.0,1.3862943611198906,8.083328608786376,Modern,1,0,0,11,21303.0,0.9999998950847961,0.0,0.9493185623308141,0,0,0,0.702999,0.0
NonResidential,Warehouse,98103,5,NORTHWEST,47.69814,-122.34295,Non-Refrigerated Warehouse,60.0,17.10000038,971155.625,False,Compliant,34.0,0,0.6931471805599453,10.754642251464746,13.288101519671903,12.85062289325031,10.886932132596673,0.0,1.0986122886681096,9.213734605044198,Historic,1,0,0,68,26736.0,0.3923418556114526,0.0,0.8760846798324357,0,0,0,3.636096,0.0
NonResidential,Warehouse,98108,1,GREATER DUWAMISH,47.52696,-122.32913,Non-Refrigerated Warehouse,14.0,36.59999847,1847401.0,False,Compliant,58.67,0,0.6931471805599453,10.828103533156273,13.807866415812518,13.658877800328872,10.828103533156273,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,36,50417.0,0.4628215530899897,0.0,1.0,0,0,1,1.815012,0.0
NonResidential,Restaurant,98101,7,DOWNTOWN,47.60613,-122.34115,Restaurant,73.0,263.2000122,11508035.0,False,Compliant,611.19,0,0.6931471805599453,10.685766776548883,16.258556131907284,11.333992465959382,10.685766776548883,0.0,0.6931471805599453,0.0,Historic,1,0,0,116,43728.0,0.0,0.0,1.0,0,0,0,5.072448,0.0
NonResidential,Medical Office,98133,5,NORTHWEST,47.70449,-122.33272,Medical Office,21.0,117.3000031,15640994.0,False,Compliant,295.48,0,0.6931471805599453,11.800350004263192,15.211955972365496,16.266531431814226,11.800350004263192,0.0,1.3862943611198906,0.0,Mid_Century,0,0,0,55,44432.666666666664,0.7416524806543625,0.0,1.0,0,0,1,7.33139,0.0
NonResidential,Retail Store,98125,5,NORTH,47.70759,-122.3255,Retail Store,78.0,37.29999924,6455828.5,False,Compliant,91.1,0,0.6931471805599453,12.061665179399235,13.814457003170274,15.51238830558668,12.035402941476667,0.0,1.0986122886681096,0.0,Mid_Century,0,0,0,51,84309.5,0.8452643994492729,0.0,1.0,0,0,0,8.599569,0.0
NonResidential,Mixed Use Property,98102,4,LAKE UNION,47.63451,-122.32505,Parking,65.5,280.3999939,47102428.0,False,Compliant,1156.45,0,0.0,11.63796212933792,16.702965454843365,17.188132009208086,12.436501593774768,10.908707421026582,1.791759469228055,11.338583982516495,Modern,1,0,1,14,50365.4,0.6189671156654599,0.0,0.449983520432678,1,0,0,3.525578,2.51827
NonResidential,Large Office,98109,7,LAKE UNION,47.6244,-122.33157,Office,91.0,62.40000153,6486377.5,False,Compliant,45.22,0,0.6931471805599453,11.551867293084847,0.0,15.685214843522177,12.077591336881623,0.0,1.6094379124341003,11.175927089962485,Early_Code,0,0,1,16,43971.25,0.9999999229153714,0.0,0.5911248827358786,1,1,0,2.81416,1.75885
NonResidential,Warehouse,98134,2,GREATER DUWAMISH,47.56089,-122.33474,Non-Refrigerated Warehouse,93.0,9.800000191,1028376.875,False,Compliant,23.86,0,0.6931471805599453,11.559684997373235,12.798459822938971,13.410123946775146,11.559684997373235,0.0,1.0986122886681096,0.0,Mid_Century,0,0,0,47,52393.0,0.6483206849628936,0.0,1.0,0,1,0,4.924942,0.0
NonResidential,Other,98134,2,GREATER DUWAMISH,47.55787,-122.335,Other,72.0,34.40000153,1770027.5,False,Compliant,49.9,0,0.6931471805599453,10.847938050204139,13.609790580751861,13.770479718669964,10.87882047837734,0.0,0.6931471805599453,0.0,Early_Code,1,0,1,16,53040.0,0.5400859591164544,0.0,0.9695889894419306,0,0,0,0.84864,0.0
NonResidential,Other,98134,2,GREATER DUWAMISH,47.55741,-122.33163,Other,72.0,21.10000038,2339814.25,False,Compliant,107.83,0,0.0,11.61448878037967,14.500366964843957,12.783609740367092,11.61448878037967,0.0,0.6931471805599453,0.0,Mid_Century,1,0,0,43,110689.0,0.15228901183074683,0.0,1.0,0,0,0,4.759627,0.0
NonResidential,Small- and Mid-Sized Office,98134,2,GREATER DUWAMISH,47.5563,-122.33186,Office,86.0,38.40000153,2058955.25,False,Compliant,22.12,0,0.6931471805599453,10.889696061373598,12.033931096181997,14.452396862952737,10.889696061373598,0.0,0.6931471805599453,0.0,Historic,0,0,0,68,53620.0,0.918224910424838,0.0,1.0,0,1,0,3.64616,0.0
NonResidential,Small- and Mid-Sized Office,98134,2,GREATER DUWAMISH,47.55623,-122.33316,Office,62.0,64.0,3202213.0,False,Compliant,65.3,0,0.6931471805599453,10.819958268212227,13.744418341536838,14.635659484329286,10.819958268212227,0.0,0.6931471805599453,0.0,Historic,0,0,0,78,50008.0,0.7091461436200528,0.0,1.0,0,0,0,3.900624,0.0
NonResidential,Large Office,98119,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,Office,98.0,34.20000076,6657348.5,False,Compliant,49.74,0,0.6931471805599453,12.179086780445187,11.187596906286172,15.700323116228102,12.581686608668821,0.0,1.6094379124341003,11.619076667952427,Modern,0,0,1,7,72794.0,0.9891504102571768,0.0,0.6685784542682089,1,1,0,2.038232,2.91176
NonResidential,Warehouse,98134,2,GREATER DUWAMISH,47.56549,-122.33221,Non-Refrigerated Warehouse,63.0,50.20000076,2551022.25,False,Compliant,107.16,0,0.6931471805599453,10.69014784459452,14.47666797889863,13.327737177728435,10.836301028962945,0.0,0.6931471805599453,8.841158975945264,Mid_Century,0,0,0,59,50832.0,0.24068429822593668,0.0,0.8640226628895185,0,0,0,2.999088,0.0
NonResidential,Refrigerated Warehouse,98108,2,GREATER DUWAMISH,47.56158,-122.32754,Refrigerated Warehouse,70.0,37.20000076,2843033.5,False,Compliant,20.29,0,0.6931471805599453,11.244876070733577,9.221280312014517,14.856820304759431,11.243148796387281,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,45,76354.0,0.9964441150623093,0.0,1.0,0,0,0,3.43593,0.0
NonResidential,Warehouse,98134,2,GREATER DUWAMISH,47.56558,-122.32889,Non-Refrigerated Warehouse,65.0,28.79999924,2831565.5,False,Compliant,39.5,0,0.6931471805599453,11.49761891515284,12.967390025942205,14.69237332320963,11.49761891515284,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,60,98480.0,0.8487697000122371,0.0,1.0,0,0,0,5.9088,0.0
NonResidential,Mixed Use Property,98103,4,LAKE UNION,47.66113,-122.33572,Retail Store,75.0,64.40000153,3441643.25,False,Compliant,64.0,0,0.6931471805599453,10.36100733177766,13.672924581756613,14.761178327989066,10.878103794705911,9.805378459425809,1.0986122886681096,10.219319668404255,Historic,0,0,0,112,26501.0,0.7480528378413422,0.0,0.5962416512584431,1,0,0,5.936224,0.53002
NonResidential,Mixed Use Property,98102,4,LAKE UNION,47.63465,-122.32592,Office,65.5,232.3000031,22530168.0,False,Compliant,640.71,0,0.6931471805599453,11.108529784820083,16.16520879066035,16.304389557513588,12.077778940810486,10.316623166948512,1.3862943611198906,10.971967040924001,Modern,1,0,1,8,58639.333333333336,0.5347391106892767,0.0,0.3793642492524926,1,0,0,1.407344,1.75918
NonResidential,Other,98102,3,LAKE UNION,47.63108,-122.32746,Other,72.0,180.6999969,19155416.0,False,Compliant,406.02,0,0.6931471805599453,11.571232108231282,15.591437518535388,16.399482751584408,12.042294099519093,0.0,1.3862943611198906,11.063241976146475,Historic,1,0,1,96,56595.0,0.6916927828662139,0.0,0.624336661071355,1,0,0,16.29936,1.69785
NonResidential,Large Office,98109,7,LAKE UNION,47.63,-122.3396,Office,58.0,111.4000015,13898181.0,False,Compliant,365.79,0,0.6931471805599453,11.586129457228644,15.57821910595739,15.903661685844352,11.733842539523547,9.392745258631441,2.4849066497880004,9.65509029374725,Mid_Century,0,0,0,45,11338.272727272728,0.5806500865113211,0.0,0.8626774961714547,0,0,0,5.612445,0.0
NonResidential,Small- and Mid-Sized Office,98109,7,LAKE UNION,47.63376,-122.33968,Office,70.0,60.29999924,5662234.0,False,Compliant,39.47,0,0.6931471805599453,11.450049560918558,0.0,15.549329248561316,11.45108197563649,0.0,2.0794415416798357,10.352937647625682,Mid_Century,0,0,0,46,13428.857142857143,1.0,0.0,0.9989681070615519,0,0,0,4.324092,0.0
NonResidential,Warehouse,98108,2,GREATER DUWAMISH,47.55515,-122.3275,Non-Refrigerated Warehouse,60.0,13.5,1252323.875,False,Compliant,8.73,0,0.6931471805599453,11.440580553096567,0.0,14.040512381620449,11.440580553096567,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,42,93020.0,1.0,0.0,1.0,0,0,0,3.90684,0.0
NonResidential,Other,98121,7,DOWNTOWN,47.6153,-122.35014,Other,72.0,30.89999962,711118.375,False,Compliant,25.74,0,0.6931471805599453,9.918917890191485,13.018071179780414,12.470895423835872,10.043292972227004,0.0,0.6931471805599453,7.897519532474544,Historic,1,0,0,70,23000.0,0.366519849807003,0.0,0.8830434782608696,0,0,0,1.61,0.0
NonResidential,Supermarket / Grocery Store,98118,2,SOUTHEAST,47.52095,-122.26825,Supermarket/Grocery Store,32.0,241.3000031,13133225.0,False,Compliant,306.5,0,0.6931471805599453,10.90476260831528,15.354221453292562,15.95258932244786,11.019513997458025,0.0,0.6931471805599453,0.0,Modern,0,0,0,14,61053.0,0.6452827846930209,0.0,0.8915859990500057,0,0,1,0.854742,0.0
NonResidential,Large Office,98104,2,DOWNTOWN,47.59878,-122.33458,Office,100.0,58.0,11195917.0,False,Non-Compliant,29.43,1,1.791759469228055,12.171248254375994,12.745634403141752,14.290979848234542,11.945746303088248,0.0,2.0794415416798357,0.0,Historic,0,0,0,103,22022.714285714286,0.14369238357161812,0.0,1.0,0,1,0,15.878377,0.0
NonResidential,Small- and Mid-Sized Office,98104,2,DOWNTOWN,47.59895,-122.33379,Office,88.0,36.0,2830674.75,False,Compliant,19.73,0,0.6931471805599453,11.271681586624233,0.0,14.856025757080085,11.276202631115575,0.0,1.791759469228055,0.0,Historic,0,0,0,112,15784.0,0.9999997350455047,0.0,0.9954891028890015,0,1,0,8.83904,0.0
NonResidential,Small- and Mid-Sized Office,98104,2,DOWNTOWN,47.59855,-122.33327,Office,64.0,74.30000305,6606832.5,False,Compliant,134.69,0,0.6931471805599453,11.083510843105353,14.468347071587065,15.360058314111077,11.507319782449395,0.0,2.0794415416798357,10.079874869841891,Historic,0,0,0,110,14205.714285714286,0.7092431963425742,0.0,0.6545454545454545,1,0,0,10.9384,0.9944
NonResidential,Small- and Mid-Sized Office,98104,2,DOWNTOWN,47.59856,-122.33379,Office,82.0,44.70000076,2853189.5,False,Compliant,19.89,0,0.6931471805599453,11.064636359671136,0.0,14.863948224543204,11.201783686253295,0.0,1.9459101490553132,0.0,Historic,0,0,0,109,12210.0,0.9999998247575214,0.0,0.8718400218400219,0,1,0,7.98534,0.0
NonResidential,Small- and Mid-Sized Office,98104,7,DOWNTOWN,47.59979,-122.3338,Office,87.0,35.90000153,2178074.5,False,Compliant,76.8,0,0.6931471805599453,10.452995282894463,11.994530289365269,14.034745681314929,11.153647135161382,0.0,1.6094379124341003,10.167389096322506,Historic,0,1,0,116,17454.25,0.5716622640777439,0.35402149352558876,0.49625449389117265,1,1,0,8.098772,0.69817
NonResidential,Small- and Mid-Sized Office,98104,7,DOWNTOWN,47.60035,-122.33379,Office,73.0,29.79999924,2094724.625,False,Compliant,26.04,0,0.6931471805599453,10.636095801976987,12.420716173786253,14.42898825286135,11.347472824583114,0.0,1.6094379124341003,10.265871170941843,Historic,1,0,0,116,21187.5,0.8816633833194184,0.0,0.49096165191740415,1,0,0,9.831,0.8475
NonResidential,Small- and Mid-Sized Office,98104,7,DOWNTOWN,47.60146,-122.33248,Office,73.0,59.29999924,3570161.75,False,Compliant,24.89,0,0.6931471805599453,10.732039370102276,0.0,15.088121810976821,11.231848199348319,8.453187861440325,1.9459101490553132,9.18399639663658,Historic,1,0,1,116,12582.666666666666,1.0,0.0,0.6066414114655081,1,0,0,8.757536,0.75496
NonResidential,Large Office,98104,7,DOWNTOWN,47.59962,-122.33247,Office,79.0,53.0,7655751.0,False,Compliant,130.31,0,0.6931471805599453,11.724870546830255,13.873306712848612,15.639529870891513,12.009942183149128,0.0,1.6094379124341003,9.942515939503606,Historic,0,1,0,116,41095.0,0.8094194808582463,0.05218799729771775,0.7519588757756418,1,0,0,19.06808,1.6438
NonResidential,Large Office,98104,2,DOWNTOWN,47.59858,-122.33198,Office,98.0,27.0,4336187.5,False,Compliant,99.59,0,0.6931471805599453,11.986553767144867,13.790089154870607,14.918805864168764,11.986553767144867,0.0,2.0794415416798357,0.0,Historic,0,1,0,109,22940.0,0.6950993240029404,0.0800721616166275,1.0,0,1,0,17.50322,0.0
NonResidential,Small- and Mid-Sized Office,98104,7,DOWNTOWN,47.60159,-122.32915,Office,83.0,48.59999847,3212269.0,True,Error - Correct Default Data,22.39,0,0.6931471805599453,10.761004448831892,0.0,14.982488410291804,11.204646049519381,9.156728602527533,1.9459101490553132,9.156728602527533,Historic,0,0,0,107,12245.0,1.0,0.0,0.6416904859126173,1,1,0,7.86129,0.7347
Nonresidential COS,Other,98104,2,DOWNTOWN,47.59871,-122.3299,Other,72.0,29.10000038,1904480.0,False,Compliant,13.28,0,0.6931471805599453,10.42370889794248,0.0,14.45972008847928,11.123668295706272,9.391744841707654,1.3862943611198906,9.88867843688242,Historic,1,0,0,110,22585.0,1.0,0.0,0.49659803704523653,1,0,0,7.45305,0.67755
NonResidential,Mixed Use Property,98134,2,GREATER DUWAMISH,47.59334,-122.32905,Office,37.0,41.79999924,2371575.0,False,Compliant,31.58,0,0.6931471805599453,10.17545936253226,12.695143337493136,14.531112238652257,10.945547126244623,9.425532393502772,1.3862943611198906,9.800956363888462,Historic,0,0,0,106,18900.0,0.8624715642558215,0.0,0.46296296296296297,1,0,1,6.0102,0.567
NonResidential,Warehouse,98134,2,GREATER DUWAMISH,47.59366,-122.32666,Non-Refrigerated Warehouse,83.0,26.29999924,2153603.5,False,Compliant,65.56,0,0.6931471805599453,10.97632038821675,13.906757950358834,13.871953271307268,11.324823232217247,0.0,0.6931471805599453,10.055478759522249,Historic,0,0,0,94,82852.0,0.4912998144737413,0.0,0.7057403562979772,1,1,0,7.788088,0.82852
NonResidential,Other,98134,2,GREATER DUWAMISH,47.57941,-122.33131,Other,72.0,52.29999924,3978277.0,False,Compliant,132.6,0,0.6931471805599453,10.829748417047593,14.636556107921695,14.34931259077813,11.244300644051904,8.936561204693394,1.0986122886681096,9.798182590890704,Mid_Century,1,0,0,63,38221.0,0.4286787973788653,0.0,0.6606315899636326,1,0,0,4.815846,0.76442
NonResidential,Distribution Center,98134,2,GREATER DUWAMISH,47.57658,-122.33054,Distribution Center,56.0,31.89999962,3155496.0,False,Compliant,74.18,0,0.6931471805599453,11.35444542698174,13.938545555669782,14.520869866021457,11.438126484894745,0.0,1.0986122886681096,9.505692950732183,Mid_Century,0,0,0,54,46396.0,0.6416021443221605,0.0,0.9197236830761273,0,0,0,5.010768,0.0
