buildingtype,primarypropertytype,zipcode,councildistrictcode,neighborhood,latitude,longitude,largestpropertyusetype,energystarscore,siteeuikbtu_sf,siteenergyusekbtu,defaultdata,compliancestatus,totalghgemissions,flag_seattle_outlier,numberofbuildings_log,largestpropertyusetypegfa_log,naturalgaskbtu_log,electricitykbtu_log,propertygfatotal_log,thirdlargestpropertyusetypegfa_log,numberoffloors_log,secondlargestpropertyusetypegfa_log,construction_era,energystar_missing,uses_steam,has_parking,building_age,gfa_per_floor,elec_ratio,steam_ratio,primary_usage_dominance,is_multipurpose,is_high_performer,is_low_performer,age_x_size,multipurpose_x_size
NonResidential,Refrigerated Warehouse,98108,2,GREATER DUWAMISH,47.56067,-122.32705,Refrigerated Warehouse,75.0,29.60000038,1351267.875,False,Compliant,9.42,0,0.6931471805599453,10.727553340367766,0.0,14.116554708891279,10.727553340367766,0.0,1.0986122886681096,0.0,Historic,0,0,0,102,22797.0,1.0,0.0,1.0,0,0,0,4.650588,0.0
NonResidential,Other,98108,2,GREATER DUWAMISH,47.55013,-122.33044,Manufacturing/Industrial Plant,72.0,84.09999847,2241280.5,False,Compliant,15.62,0,0.6931471805599453,10.190957102406585,0.0,14.62255813537303,10.190957102406585,0.0,0.6931471805599453,0.0,Historic,1,0,0,66,26660.0,0.9999997769132423,0.0,1.0,0,0,0,1.75956,0.0
NonResidential,Warehouse,98108,2,GREATER DUWAMISH,47.56056,-122.32593,Non-Refrigerated Warehouse,44.0,31.0,870625.8125,False,Compliant,18.63,0,0.6931471805599453,9.988793309115229,12.514501752126742,13.301966241901212,10.244485248089557,0.0,0.6931471805599453,8.75573753930647,Mid_Century,0,0,0,41,28126.0,0.6872872265086902,0.0,0.7743724667567375,1,0,1,1.153166,0.28126
NonResidential,Warehouse,98108,2,GREATER DUWAMISH,47.54813,-122.32553,Non-Refrigerated Warehouse,53.0,10.80000019,378714.4063,False,Compliant,2.64,0,0.6931471805599453,10.463131911491967,0.0,12.844539222294795,10.463131911491967,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,52,35000.0,0.9999989271599041,0.0,1.0,0,0,0,1.82,0.0
NonResidential,Warehouse,98108,2,GREATER DUWAMISH,47.54948,-122.32536,Non-Refrigerated Warehouse,6.0,46.20000076,1208407.625,False,Compliant,26.55,0,0.6931471805599453,10.171642709679686,12.881312950720202,13.611567737156435,10.171642709679686,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,54,26150.0,0.6748616800560159,0.0,1.0,0,0,1,1.4121,0.0
NonResidential,Small- and Mid-Sized Office,98108,2,GREATER DUWAMISH,47.54974,-122.3261,Office,73.0,45.40000153,1088556.25,False,Compliant,7.59,0,0.6931471805599453,10.085850775128717,0.0,13.900363523926497,10.085850775128717,0.0,1.0986122886681096,0.0,Mid_Century,0,0,0,49,12000.0,0.999999770338005,0.0,1.0,0,0,0,1.176,0.0
NonResidential,K-12 School,98102,3,EAST,47.64132,-122.31644,K-12 School,38.0,60.70000076,2478045.5,False,Compliant,73.26,0,0.6931471805599453,10.616682428399852,14.00886601675193,14.050371590672267,10.682697743861915,0.0,1.791759469228055,0.0,Mid_Century,0,0,0,48,8718.8,0.5103748095020855,0.0,0.9361150617057393,0,0,1,2.092512,0.0
NonResidential,Distribution Center,98103,4,LAKE UNION,47.65791,-122.34274,Distribution Center,55.5,28.29999924,794724.625,False,Compliant,18.54,0,0.6931471805599453,10.14960516741016,12.548647650890107,13.14805646496243,10.242848470041249,0.0,0.6931471805599453,7.824445930877619,Historic,1,0,0,104,28080.0,0.6455217113726657,0.0,0.9109686609686609,0,0,0,2.92032,0.0
NonResidential,Senior Care Community,98133,5,NORTHWEST,47.72618,-122.35642,Senior Care Community,85.0,110.1999969,5655578.0,False,Compliant,203.73,0,0.6931471805599453,10.845426537791479,15.085544099269159,14.554876981658872,10.845426537791479,0.0,1.0986122886681096,0.0,Mid_Century,0,0,0,62,25649.0,0.3703612610417538,0.0,1.0,0,1,0,3.180476,0.0
NonResidential,Worship Facility,98133,5,NORTHWEST,47.72558,-122.3578,Worship Facility,100.0,11.60000038,265774.9063,False,Compliant,1.85,0,0.6931471805599453,10.03884852046658,0.0,12.490409127730858,10.000977173813386,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,54,22047.0,1.0,0.0,1.0,0,1,0,1.190538,0.0
NonResidential,Warehouse,98108,1,GREATER DUWAMISH,47.5213,-122.32182,Non-Refrigerated Warehouse,3.0,106.4000015,3363535.5,False,Compliant,103.28,0,0.6931471805599453,10.360944044643913,14.36376490561404,14.306117351833798,10.360944044643913,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,37,31600.0,0.48559202065802487,0.0,1.0,0,0,1,1.1692,0.0
NonResidential,Warehouse,98108,1,GREATER DUWAMISH,47.52024,-122.32137,Non-Refrigerated Warehouse,63.0,24.79999924,876425.0,False,Compliant,23.9,0,0.6931471805599453,10.471354916669316,12.862563621771251,13.10384089037884,10.471354916669316,0.0,0.6931471805599453,0.0,Modern,0,0,0,9,35289.0,0.5600285249736144,0.0,1.0,0,0,0,0.317601,0.0
NonResidential,Warehouse,98108,1,GREATER DUWAMISH,47.51899,-122.321,Non-Refrigerated Warehouse,50.0,58.29999924,1750419.0,False,Compliant,80.09,0,0.6931471805599453,10.308985993422082,14.201708575350946,12.539128338120198,10.272323253821503,0.0,0.6931471805599453,0.0,Early_Code,0,0,0,35,28920.0,0.15941554564935595,0.0,1.0,0,0,0,1.0122,0.0
NonResidential,Warehouse,98108,1,GREATER DUWAMISH,47.5193,-122.3213,Non-Refrigerated Warehouse,60.0,33.20000076,736428.625,False,Compliant,32.77,0,0.6931471805599453,10.00681099476803,13.302950096904567,11.831160990465465,10.00681099476803,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,38,22176.0,0.18666982153226322,0.0,1.0,0,0,0,0.842688,0.0
NonResidential,Warehouse,98108,1,GREATER DUWAMISH,47.51968,-122.3212,Non-Refrigerated Warehouse,89.0,11.60000038,362874.0,True,Error - Correct Default Data,9.08,0,0.6931471805599453,10.351405324899678,11.863314695136818,12.305528764493673,10.351405324899678,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,38,31300.0,0.6087870720966506,0.0,1.0,0,1,0,1.1894,0.0
NonResidential,Warehouse,98108,1,GREATER DUWAMISH,47.51918,-122.31957,Non-Refrigerated Warehouse,14.0,31.79999924,700627.625,True,Error - Correct Default Data,4.88,0,0.6931471805599453,9.99884318585288,0.0,13.45973378198049,9.99884318585288,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,37,22000.0,1.0,0.0,1.0,0,0,1,0.814,0.0
NonResidential,Small- and Mid-Sized Office,98125,5,NORTH,47.70079,-122.32714,Office,38.0,90.19999695,3568419.5,False,Compliant,24.88,0,0.6931471805599453,10.585118677134826,0.0,15.087633478758889,10.594833111149445,0.0,1.3862943611198906,0.0,Mid_Century,0,0,0,42,13309.0,0.999999859881945,0.0,0.9903323565507051,0,0,1,1.676934,0.0
NonResidential,Other,98115,5,NORTH,47.69883,-122.32479,Other - Recreation,72.0,140.3000031,4294550.0,False,Compliant,135.81,0,0.6931471805599453,10.057109521191693,14.646053405215127,14.50865173850622,10.329114700468233,0.0,0.6931471805599453,8.89439598980643,Mid_Century,1,0,0,37,30610.0,0.46570350793447507,0.0,0.761842535119242,1,0,0,1.13257,0.3061
NonResidential,Medical Office,98115,5,NORTH,47.70007,-122.32533,Medical Office,64.0,37.20000076,1002995.0,False,Compliant,6.99,0,0.6931471805599453,10.201033318424798,0.0,13.818502078900227,10.201033318424798,0.0,1.0986122886681096,0.0,Mid_Century,0,0,1,36,13465.0,1.0,0.0,1.0,0,0,0,0.96948,0.0
NonResidential,Medical Office,98115,5,NORTH,47.70087,-122.32379,Medical Office,76.0,44.40000153,2890379.0,False,Compliant,49.62,0,0.6931471805599453,11.083218892489029,13.36734826075696,14.627142305827501,10.56478280364689,0.0,1.0986122886681096,0.0,Mid_Century,0,0,0,48,19372.5,0.7789905752844177,0.0,1.0,0,0,0,1.85976,0.0
NonResidential,Self-Storage Facility,98105,4,NORTHEAST,47.66353,-122.29505,Self-Storage Facility,73.0,42.20000076,855665.125,False,Compliant,5.97,0,0.6931471805599453,9.918228370857626,0.0,13.659635392065269,9.918228370857626,0.0,1.0986122886681096,0.0,Mid_Century,1,0,0,57,10148.0,0.9999998539148127,0.0,1.0,0,0,0,1.156872,0.0
NonResidential,Mixed Use Property,98105,4,NORTHEAST,47.66246,-122.29342,Medical Office,65.5,55.0,1261634.5,False,Compliant,27.41,0,0.6931471805599453,9.248502833070532,12.908020982043189,13.662475921795213,10.004960521466762,8.071218539969863,1.0986122886681096,9.001715906761175,Historic,1,0,0,71,11067.5,0.6801486484397818,0.0,0.46930201039078384,1,0,0,1.571585,0.22135
NonResidential,Medical Office,98105,4,NORTHEAST,47.66183,-122.29264,Medical Office,86.0,46.90000153,1645605.125,False,Compliant,53.73,0,0.6931471805599453,10.46501579627588,13.727756359696674,13.500280500222775,10.555265713985145,0.0,1.3862943611198906,8.105609402299896,Mid_Century,0,0,0,49,12792.666666666666,0.44337489529877344,0.0,0.9137005576111313,0,1,0,1.880522,0.0
NonResidential,Warehouse,98105,4,NORTHEAST,47.66294,-122.29521,Non-Refrigerated Warehouse,64.0,38.0,1275231.75,False,Compliant,49.73,0,0.6931471805599453,10.421596587748377,13.69346608024783,12.874222479573081,10.421596587748377,0.0,1.0986122886681096,0.0,Mid_Century,0,0,0,36,16788.0,0.3059240016569537,0.0,1.0,0,0,0,1.208736,0.0
NonResidential,Supermarket / Grocery Store,98105,4,NORTHEAST,47.66205,-122.29545,Supermarket/Grocery Store,21.0,304.2000122,10642754.0,False,Compliant,225.67,0,0.6931471805599453,10.462617508188442,15.004289822810952,15.811527555000726,10.404444642103513,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,41,33005.0,0.6915205406420181,0.0,1.0,0,0,1,1.353205,0.0
NonResidential,Other,98104,3,EAST,47.61074,-122.32259,Parking,72.0,33.29999924,729397.1875,False,Compliant,5.08,0,0.6931471805599453,10.064074617184076,0.0,13.499974815373248,9.950943493692423,9.04899722156742,0.6931471805599453,9.245804036251752,Early_Code,1,0,0,35,20971.0,0.9999997429384111,0.0,1.0,0,0,0,0.733985,0.0
NonResidential,Small- and Mid-Sized Office,98199,7,MAGNOLIA / QUEEN ANNE,47.63981,-122.39907,Office,73.0,36.5,873577.3125,False,Compliant,15.11,0,0.6931471805599453,9.90353755128617,12.182860311786266,13.427150323838873,10.082093883082601,0.0,1.3862943611198906,8.271548374755515,Historic,1,0,0,89,7970.0,0.7763102249750792,0.0,0.8364700961940611,1,0,0,2.12799,0.2391
NonResidential,Worship Facility,98107,6,BALLARD,47.67477,-122.38241,Worship Facility,80.0,19.79999924,431390.4063,False,Compliant,17.38,0,0.6931471805599453,9.988104398256008,12.649055093798285,11.694605149141353,9.988104398256008,0.0,1.0986122886681096,0.0,Historic,0,0,0,106,10882.5,0.27798949222946595,0.0,1.0,0,1,0,2.30709,0.0
Campus,University,98122,3,EAST,47.61065,-122.31711,College/University,73.0,66.69999695,114648520.0,False,Compliant,3243.48,0,0.6931471805599453,13.707717729119423,16.8162532959869,17.85890372530201,13.910993474180197,0.0,1.0986122886681096,12.577455727980961,Historic,1,0,0,77,1100000.0,0.5379294996568643,0.0,0.7816559090909091,1,0,0,169.4,22.0
NonResidential,Worship Facility,98122,3,CENTRAL,47.6101,-122.30838,Worship Facility,1.0,65.90000153,1751483.875,False,Compliant,64.88,0,0.6931471805599453,10.187199253484014,13.947855497031048,13.321188006297298,10.187199253484014,0.0,1.0986122886681096,0.0,Historic,0,0,0,115,13280.0,0.34826640924684504,0.0,1.0,0,0,1,3.0544,0.0
NonResidential,Warehouse,98103,4,LAKE UNION,47.65022,-122.34174,Non-Refrigerated Warehouse,49.0,5.800000191,116486.6016,False,Compliant,0.81,0,0.6931471805599453,9.910512817472881,0.0,11.66554354239074,9.910512817472881,0.0,1.0986122886681096,0.0,Mid_Century,0,0,0,59,10070.0,1.0,0.0,1.0,0,0,1,1.18826,0.0
NonResidential,Retail Store,98118,2,GREATER DUWAMISH,47.53846,-122.28305,Retail Store,82.0,178.1000061,6917280.0,False,Compliant,215.56,0,0.6931471805599453,10.567360390392079,15.103848591316375,15.006558292284549,10.567360390392079,0.0,1.0986122886681096,8.699681400989514,Early_Code,0,0,0,24,19422.5,0.47569651654985773,0.0,1.0,0,1,0,0.93228,0.0
NonResidential,Supermarket / Grocery Store,98118,2,GREATER DUWAMISH,47.53747,-122.28308,Supermarket/Grocery Store,40.0,293.7000122,7619445.0,False,Compliant,173.75,0,0.6931471805599453,10.163811274974622,14.776564690801496,15.42594717153034,10.169422358105223,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,63,26092.0,0.6568713338044962,0.0,0.994404415146405,0,0,1,1.643796,0.0
SPS-District K-12,K-12 School,98125,5,NORTH,47.70743,-122.28463,K-12 School,85.0,45.79999924,1848878.5,True,Error - Correct Default Data,64.54,0,0.6931471805599453,10.605966060524958,13.928306065442952,13.500084488848007,10.560567043934196,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,61,38582.0,0.39455107515177446,0.0,1.0,0,1,0,2.353502,0.0
NonResidential,Small- and Mid-Sized Office,98108,2,GREATER DUWAMISH,47.55045,-122.32749,Office,98.0,47.59999847,1213869.75,False,Compliant,55.3,0,0.6931471805599453,10.146472946063877,13.830520345382057,12.19979800105738,10.146472946063877,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,49,25500.0,0.16373091099765852,0.0,1.0,0,1,0,1.2495,0.0
NonResidential,Warehouse,98108,2,GREATER DUWAMISH,47.5478,-122.32307,Non-Refrigerated Warehouse,60.0,31.0,1242311.5,False,Compliant,25.09,0,0.6931471805599453,10.532762656501662,12.782938786872124,13.694723890920105,10.642945635959324,0.0,0.6931471805599453,7.862112211662748,Mid_Century,1,0,0,55,41895.0,0.7133653677036718,0.0,0.8956677407805227,0,0,0,2.304225,0.0
NonResidential,Retail Store,98108,2,GREATER DUWAMISH,47.54912,-122.32184,Retail Store,75.5,44.5,2497942.75,False,Compliant,46.9,0,0.6931471805599453,10.936565268616524,13.367648778683082,14.435522908099069,10.936565268616524,0.0,1.0986122886681096,0.0,Mid_Century,1,0,0,58,28096.5,0.7441923959226047,0.0,1.0,0,0,0,3.259194,0.0
NonResidential,K-12 School,98107,6,BALLARD,47.6712,-122.37568,K-12 School,97.0,38.90000153,1379932.5,False,Compliant,60.34,0,0.6931471805599453,10.475850322817688,13.910260580910036,12.544507241179119,10.475850322817688,0.0,1.3862943611198906,0.0,Historic,0,0,0,94,11816.0,0.20330632114251965,0.0,1.0,0,1,0,3.332112,0.0
NonResidential,Supermarket / Grocery Store,98107,6,BALLARD,47.66986,-122.37418,Supermarket/Grocery Store,8.0,319.6000061,9336239.0,False,Compliant,208.53,0,0.6931471805599453,10.282437554988537,14.949798501433833,15.644450519484069,10.282437554988537,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,50,29214.0,0.6670010268588883,0.0,1.0,0,0,1,1.4607,0.0
NonResidential,Supermarket / Grocery Store,98107,6,BALLARD,47.66828,-122.37428,Supermarket/Grocery Store,34.0,298.2999878,14029480.0,False,Compliant,384.85,0,0.6931471805599453,10.758647284406052,15.643515163859465,15.870662096620629,11.39755950582945,0.0,0.6931471805599453,0.0,Early_Code,0,0,1,16,89103.0,0.5565437920721225,0.0,0.5278610147806471,1,0,1,1.425648,0.89103
NonResidential,Other,98125,6,BALLARD,47.66621,-122.37502,Other - Recreation,72.0,38.5,1331122.125,False,Compliant,45.38,0,0.6931471805599453,10.304978105888882,13.570238977702012,13.215183186079791,10.373522431293592,0.0,0.6931471805599453,8.45553053102413,Mid_Century,1,0,0,55,32000.0,0.41215677336893486,0.0,0.93375,0,0,0,1.76,0.0
NonResidential,Mixed Use Property,98107,6,BALLARD,47.66389,-122.37307,Other,65.5,30.0,935580.3125,False,Compliant,38.86,0,0.6931471805599453,9.605148899895818,13.460217515902023,12.3656968894653,10.346280557910271,8.839421607620602,1.0986122886681096,9.148571345578551,Historic,1,0,0,106,15570.0,0.2507673546198098,0.0,0.4765574823378292,1,0,0,3.30084,0.3114
NonResidential,Warehouse,98107,6,BALLARD,47.6644,-122.37246,Non-Refrigerated Warehouse,3.0,73.19999695,3035962.25,False,Compliant,78.22,0,0.6931471805599453,10.371395236823,14.027860062597195,14.402954942072784,10.632942554049004,0.0,1.3862943611198906,9.163982247998034,Mid_Century,0,0,0,41,13826.0,0.5926895171374413,0.0,0.7698538984521915,1,0,1,1.700598,0.41478
NonResidential,Warehouse,98107,6,BALLARD,47.66411,-122.37185,Non-Refrigerated Warehouse,2.0,18.89999962,752104.0,False,Compliant,5.24,0,0.6931471805599453,10.592651811785132,0.0,13.530631220844517,10.592651811785132,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,36,39840.0,1.0,0.0,1.0,0,0,1,1.43424,0.0
Nonresidential COS,Other,98107,6,BALLARD,47.66984,-122.3842,Library,72.0,84.69999695,1533245.75,False,Compliant,38.52,0,0.6931471805599453,9.61587214452889,13.310019015988978,13.742981799734041,10.328003371335093,0.0,0.6931471805599453,8.03947991910045,Modern,1,0,1,12,30576.0,0.6065811693917952,0.0,0.49058084772370486,1,0,0,0.366912,0.30576
NonResidential,Other,98107,6,BALLARD,47.66894,-122.38242,Social/Meeting Hall,72.0,14.30000019,306911.0938,False,Compliant,6.61,0,0.6931471805599453,9.977156142461329,11.482445638716253,12.254457965856632,9.977156142461329,0.0,1.0986122886681096,0.0,Historic,1,0,0,92,10764.0,0.6839570293825593,0.0,1.0,0,0,0,1.980576,0.0
NonResidential,Other,98107,6,BALLARD,47.66908,-122.38627,Strip Mall,72.0,42.40000153,1094940.75,False,Compliant,13.14,0,0.6931471805599453,10.159253170667593,11.690075338300055,13.790768994175812,10.308985993422082,0.0,1.0986122886681096,0.0,Historic,1,0,0,88,15000.0,0.8909714977728247,0.0,0.8609333333333333,0,0,0,2.64,0.0
NonResidential,Other,98107,6,BALLARD,47.67482,-122.37316,Other,72.0,172.6000061,5274642.0,False,Compliant,36.77,0,0.6931471805599453,10.327283617329016,0.0,15.478421367724737,10.311881700150172,0.0,1.0986122886681096,0.0,Historic,1,0,0,74,15043.5,0.9999998104136736,0.0,1.0,0,0,0,2.226438,0.0
NonResidential,Worship Facility,98107,6,BALLARD,47.66327,-122.37439,Worship Facility,92.0,19.39999962,786253.6875,False,Compliant,29.24,0,0.6931471805599453,10.607723030081495,13.1519920801154,12.510685578641937,10.607723030081495,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,41,40445.0,0.3449510053967155,0.0,1.0,0,1,0,1.658245,0.0
NonResidential,Retail Store,98107,6,BALLARD,47.66318,-122.37283,Retail Store,53.0,48.40000153,1137967.5,False,Compliant,13.29,0,0.6931471805599453,10.064798252418377,11.662077960372669,13.83715854036842,10.064798252418377,0.0,0.6931471805599453,0.0,Early_Code,0,0,0,20,23500.0,0.8979896174539256,0.0,1.0,0,0,0,0.47,0.0
NonResidential,Retail Store,98134,6,Ballard,47.67518,-122.36549,Retail Store,82.0,60.90000153,1404253.75,False,Compliant,31.79,0,0.6931471805599453,10.046201654735302,13.074921603747674,13.740165051149546,10.017753298664472,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,49,22420.0,0.6604376167768824,0.0,1.0,0,1,0,1.09858,0.0
NonResidential,Supermarket / Grocery Store,98119,7,MAGNOLIA / QUEEN ANNE,47.64909,-122.37788,Supermarket/Grocery Store,35.0,327.7999878,8518313.0,False,Compliant,237.54,0,0.6931471805599453,10.165390172000421,15.166518874958204,15.353881592503395,10.15979505022877,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,55,25842.0,0.5467041420055826,0.0,1.0,0,0,1,1.42131,0.0
NonResidential,Small- and Mid-Sized Office,98119,7,MAGNOLIA / QUEEN ANNE,47.65018,-122.37787,Office,73.0,45.79999924,1208035.375,False,Compliant,8.42,0,0.6931471805599453,9.727167947937808,0.0,14.00450645835735,10.18074042949737,0.0,1.3862943611198906,9.172015257654515,Early_Code,1,0,0,24,8796.333333333334,0.9999996895786268,0.0,0.6353404827769146,1,0,0,0.633336,0.26389
NonResidential,Small- and Mid-Sized Office,98119,7,MAGNOLIA / QUEEN ANNE,47.65252,-122.37587,Office,88.0,33.20000076,858780.625,False,Compliant,14.9,0,0.6931471805599453,10.160452652325848,12.170828814089596,13.408606414941852,10.160452652325848,0.0,1.3862943611198906,8.294299608857235,Early_Code,0,0,0,34,8619.666666666666,0.7751770133379523,0.0,1.0,0,1,0,0.879206,0.0
NonResidential,Warehouse,98199,7,MAGNOLIA / QUEEN ANNE,47.66238,-122.38831,Non-Refrigerated Warehouse,1.0,67.59999847,1730600.625,False,Compliant,34.26,0,0.6931471805599453,9.933094897288786,13.08360799596745,14.038342060596358,10.150386692204734,0.0,0.6931471805599453,8.517393171418904,Mid_Century,0,0,0,42,25600.0,0.7220666524375027,0.0,0.8046875,1,0,1,1.0752,0.256
NonResidential,Other,98199,7,MAGNOLIA / QUEEN ANNE,47.66126,-122.38751,Manufacturing/Industrial Plant,72.0,21.79999924,222255.9063,False,Compliant,1.55,0,0.6931471805599453,9.23024103368252,0.0,12.311589648943153,10.050613617426421,0.0,0.6931471805599453,0.0,Mid_Century,1,0,0,51,23169.0,1.0,0.0,0.4402434287194096,1,0,0,1.181619,0.23169
NonResidential,Small- and Mid-Sized Office,98199,7,MAGNOLIA / QUEEN ANNE,47.66106,-122.38576,Office,89.0,38.79999924,1294615.25,False,Compliant,9.03,0,0.6931471805599453,10.415891929415332,0.0,14.07372468404699,10.640292702435536,0.0,1.6094379124341003,9.035986984831405,Modern,0,0,1,8,10446.0,0.9999998068924338,0.0,0.7989900440359946,1,1,0,0.334272,0.41784
NonResidential,Warehouse,98199,7,MAGNOLIA / QUEEN ANNE,47.66206,-122.38948,Non-Refrigerated Warehouse,71.0,24.39999962,1388345.125,False,Compliant,37.49,0,0.6931471805599453,10.948786964973817,13.309476768334344,13.574031178078473,10.948786964973817,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,56,56884.0,0.5657555789667212,0.0,1.0,0,0,0,3.185504,0.0
NonResidential,Retail Store,98117,6,BALLARD,47.6917,-122.37617,Retail Store,66.0,61.5,2017967.75,False,Compliant,46.44,0,0.6931471805599453,10.398519104003336,13.46126266634981,14.090311777273907,10.398519104003336,0.0,0.6931471805599453,0.0,Early_Code,0,0,0,27,32810.0,0.652274051455976,0.0,1.0,0,0,0,0.88587,0.0
NonResidential,Self-Storage Facility,98119,7,MAGNOLIA / QUEEN ANNE,47.64455,-122.37581,Self-Storage Facility,73.0,3.200000048,97690.39844,False,Compliant,0.68,0,0.6931471805599453,10.341419850781794,0.0,11.489564715056874,10.341419850781794,0.0,1.3862943611198906,0.0,Mid_Century,1,0,0,36,10329.666666666666,0.9999959214006047,0.0,1.0,0,0,0,1.115604,0.0
NonResidential,Self-Storage Facility,98119,7,MAGNOLIA / QUEEN ANNE,47.64418,-122.37587,Self-Storage Facility,73.0,1.399999976,57133.19922,False,Compliant,0.4,0,0.6931471805599453,10.595459042242352,0.0,11.333992465959382,10.595459042242352,0.0,1.3862943611198906,0.0,Historic,1,0,0,101,13317.333333333334,0.9999965130606596,0.0,1.0,0,0,0,4.035152,0.0
NonResidential,Small- and Mid-Sized Office,98119,7,MAGNOLIA / QUEEN ANNE,47.65504,-122.37402,Office,80.0,31.60000038,657385.8125,False,Compliant,4.58,0,0.6931471805599453,9.941986851686737,0.0,13.396028165146028,9.904777708731684,0.0,1.0986122886681096,0.0,Mid_Century,0,0,0,55,10011.0,1.0,0.0,1.0,0,1,0,1.10121,0.0
NonResidential,Distribution Center,98119,7,MAGNOLIA / QUEEN ANNE,47.65563,-122.37194,Distribution Center,89.0,14.69999981,520011.8125,False,Compliant,14.81,0,0.6931471805599453,9.810823867672708,12.398282650074458,12.534040969017294,10.505040141934996,0.0,1.0986122886681096,9.75272280064639,Mid_Century,0,0,0,56,18249.0,0.5338878720182919,0.0,0.49945202476848044,1,1,0,2.043888,0.36498
NonResidential,Distribution Center,98199,7,MAGNOLIA / QUEEN ANNE,47.66161,-122.39075,Distribution Center,55.5,13.10000038,469499.8125,False,Compliant,11.08,0,0.6931471805599453,10.368667064416371,12.039079013585159,12.612404044966295,10.489800910432063,0.0,0.6931471805599453,8.319229938632326,Mid_Century,1,0,0,48,35946.0,0.639529541878145,0.0,0.885912201635787,0,0,0,1.725408,0.0
NonResidential,Small- and Mid-Sized Office,98199,7,MAGNOLIA / QUEEN ANNE,47.66006,-122.38631,Office,96.0,33.59999847,845044.125,False,Compliant,5.94,0,0.6931471805599453,10.134003858179751,6.884486652042782,13.645989523790957,10.314039699692849,0.0,1.6094379124341003,8.51097389160232,Modern,0,0,1,9,7538.0,0.9988448828041968,0.0,0.8352348102945079,1,1,0,0.271368,0.30152
NonResidential,Small- and Mid-Sized Office,98199,7,MAGNOLIA / QUEEN ANNE,47.65881,-122.38382,Office,71.0,33.59999847,727385.8125,False,Compliant,5.07,0,0.6931471805599453,9.981281579976148,0.0,13.497213939502899,10.015297227588134,0.0,1.6094379124341003,0.0,Mid_Century,0,0,0,37,5591.25,1.0,0.0,0.9665548848647441,0,0,0,0.827505,0.0
NonResidential,Small- and Mid-Sized Office,98199,7,MAGNOLIA / QUEEN ANNE,47.65801,-122.3839,Office,82.0,30.0,904059.875,False,Compliant,6.3,0,0.6931471805599453,10.314702763735975,0.0,13.714652114973891,10.314702763735975,0.0,1.6094379124341003,0.0,Early_Code,0,0,0,22,7543.0,1.0,0.0,1.0,0,1,0,0.663784,0.0
NonResidential,Warehouse,98107,6,BALLARD,47.66353,-122.38064,Non-Refrigerated Warehouse,100.0,5.099999905,241478.5938,False,Compliant,1.68,0,0.6931471805599453,10.657282884047461,0.0,12.394537791772088,10.657282884047461,0.0,1.6094379124341003,8.535425959677298,Historic,0,0,0,89,10625.0,0.9999975409828645,0.0,1.0,0,1,0,3.7825,0.0
NonResidential,Small- and Mid-Sized Office,98107,6,BALLARD,47.66691,-122.38416,Office,73.0,52.90000153,1121537.75,False,Compliant,7.82,0,0.6931471805599453,9.57838048699361,0.0,13.930211515560531,10.044683249202905,7.2868764117507,1.6094379124341003,8.575650760987806,Historic,1,0,0,115,5758.0,0.9999993312752959,0.0,0.6273011462313304,1,0,0,2.64868,0.23032
NonResidential,Other,98107,6,BALLARD,47.66646,-122.38263,Other,72.0,169.0,7240274.0,False,Compliant,303.81,0,0.6931471805599453,10.665484260976488,15.518559935476196,14.374903463920496,10.730968928388284,0.0,1.3862943611198906,7.972810784121404,Historic,1,0,1,116,15250.0,0.24164955635656882,0.0,0.9366120218579235,0,0,0,5.307,0.0
NonResidential,Small- and Mid-Sized Office,98107,6,BALLARD,47.66497,-122.38047,Office,26.0,71.80000305,1686405.0,False,Compliant,34.52,0,0.6931471805599453,10.064798252418377,13.109120070652464,13.991969127656498,10.064798252418377,0.0,1.0986122886681096,0.0,Mid_Century,0,0,0,48,11750.0,0.7074125136014184,0.0,1.0,0,0,1,1.128,0.0
NonResidential,Small- and Mid-Sized Office,98107,6,BALLARD,47.66431,-122.37988,Office,93.0,26.0,579888.3125,False,Compliant,16.67,0,0.6931471805599453,10.011579334886969,12.519389569452647,12.632317028042438,10.011579334886969,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,50,22282.0,0.5282017129807216,0.0,1.0,0,1,0,1.1141,0.0
